scenario_id,scenario_label,scenario_status,scenario_source,delta_shock_ablation,week,S0_bar,S_shock_bar,S_mech_bar,deltaS_shock,deltaS_mech,deltaDeltaS_mech_minus_shock
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,0,0.9809585279973143,0.9847668223978513,0.9788824891260721,0.0038082944005369823,-0.0020760388712421918,-0.005884333271779174
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,1,0.9616938726943222,0.9692706733306156,0.9554991221166104,0.0075768006362934015,-0.006194750577711794,-0.013771551214005195
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,2,0.9554572654837874,0.9642215190663382,0.9500896270486733,0.00876425358255084,-0.005367638435114119,-0.01413189201766496
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,3,0.9463683577541533,0.9568578828045239,0.9409879188131335,0.010489525050370596,-0.005380438941019805,-0.0158699639913904
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,4,0.9396060947511555,0.951362908011758,0.9333683862217464,0.011756813260602517,-0.006237708529409081,-0.017994521790011597
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,5,0.933236467669416,0.9461765439419366,0.9275396224261072,0.012940076272520584,-0.0056968452433088235,-0.018636921515829408
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,6,0.9253082436076696,0.9396987662068871,0.9204481412781055,0.01439052259921747,-0.004860102329564131,-0.0192506249287816
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,7,0.9178249659161642,0.9335638182394946,0.913026310449919,0.015738852323330388,-0.00479865546624525,-0.020537507789575637
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,8,0.9117952426069643,0.9286029702206035,0.9061690406324878,0.016807727613639134,-0.005626201974476497,-0.02243392958811563
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,9,0.9051649749914806,0.9231465739830766,0.8993149567585862,0.017981598991596015,-0.005850018232894438,-0.023831617224490453
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,10,0.899192997782212,0.918219337451344,0.8922772440426531,0.01902633966913203,-0.006915753739558883,-0.025942093408690914
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,11,0.8938581438167233,0.9138109250928599,0.8874167346912968,0.019952781276136533,-0.006441409125426567,-0.0263941904015631
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,12,0.8884825043798813,0.9093474436839051,0.8824520535264049,0.020864939304023777,-0.006030450853476421,-0.0268953901575002
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,13,0.8820357109387941,0.9039627199900157,0.8757204323883621,0.02192700905122158,-0.006315278550432013,-0.028242287601653593
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,14,0.8749526395020523,0.8980184036738926,0.8685757465199688,0.023065764171840364,-0.0063768929820834375,-0.0294426571539238
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,15,0.8696891963493949,0.8935825821399128,0.862908764852806,0.023893385790517918,-0.006780431496588912,-0.03067381728710683
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,16,0.865727314569034,0.8902195231424141,0.8582335060460297,0.024492208573380192,-0.007493808523004297,-0.03198601709638449
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,17,0.8609428024568061,0.8861344208148711,0.8532456932746205,0.02519161835806505,-0.00769710918218558,-0.03288872754025063
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,18,0.855433213063115,0.881393352550635,0.847666980252864,0.025960139487519962,-0.007766232810251017,-0.03372637229777098
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,19,0.8511622621947401,0.8777082707871325,0.8430209522951596,0.026546008592392423,-0.008141309899580507,-0.03468731849197293
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,20,0.846766166090797,0.8739078021081991,0.838588605851729,0.02714163601740205,-0.008177560239068016,-0.035319196256470065
