scenario_id,scenario_label,scenario_status,scenario_source,delta_shock_ablation,week,S0_bar,S_shock_bar,S_mech_bar,deltaS_shock,deltaS_mech,deltaDeltaS_mech_minus_shock
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,21,0.8424581546596681,0.8702093015234275,0.8339250931403124,0.027751146863759346,-0.008533061519355734,-0.03628420838311508
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,22,0.8377859157499471,0.8661912175581874,0.8286051811259146,0.028405301808240302,-0.00918073462403246,-0.03758603643227276
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,23,0.8342732546484439,0.8632422807350815,0.8248931306021966,0.02896902608663754,-0.009380124046247329,-0.03834915013288487
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,24,0.8299756168764858,0.85950256594001,0.820136838050965,0.029526949063524155,-0.009838778825520755,-0.03936572788904491
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,25,0.8277070964749657,0.8575445375389426,0.8175698854294835,0.0298374410639769,-0.010137211045482153,-0.03997465210945905
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,26,0.8278228648415683,0.8577872564353127,0.8173553312268766,0.02996439159374442,-0.01046753361469166,-0.04043192520843608
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,27,0.8261064097028321,0.8563382257952827,0.8155242078899554,0.030231816092450625,-0.010582201812876724,-0.04081401790532735
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,28,0.8244875358803241,0.8549998445416904,0.8136518437672574,0.03051230866136634,-0.010835692113066675,-0.041348000774433014
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,29,0.8222322580103524,0.8531085707522851,0.8111478415710459,0.0308763127419327,-0.011084416439306466,-0.041960729181239165
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,30,0.8209110964343266,0.8521148451719298,0.8093971163221535,0.031203748737603232,-0.011513980112173083,-0.042717728849776315
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,31,0.8197479285368037,0.8512419603811591,0.8079525781259458,0.0314940318443554,-0.011795350410857885,-0.04328938225521328
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,32,0.8182919907641599,0.8501690476708144,0.8063917173740786,0.03187705690665443,-0.011900273390081373,-0.043777330296735806
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,33,0.8199285815390414,0.8517076065799852,0.8078275017777282,0.031779025040943876,-0.012101079761313138,-0.043880104802257014
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,34,0.822797943698262,0.8540920605221369,0.811128368115923,0.03129411682387495,-0.011669575582338942,-0.042963692406213894
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,35,0.834874823831443,0.8644350095443522,0.822865761635635,0.029560185712909193,-0.012009062195807996,-0.04156924790871719
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,36,0.8411603326169343,0.869728849719373,0.8288732556909739,0.028568517102438684,-0.012287076925960427,-0.04085559402839911
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,37,0.8502023431875196,0.8773481218465797,0.8375826905258348,0.027145778659060094,-0.012619652661684855,-0.03976543132074495
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,38,0.8677048145010401,0.8919782845934621,0.8543527357982522,0.024273470092421978,-0.013352078702787873,-0.03762554879520985
