metric,value
AUC_train,0.8350153849193052
AUC_test,0.8404845466472504
Brier_test,0.009381315140896209
ECE_test,0.0018849437384518568
n_bins,15.0
w_cap,50.0
eps_ipcw,1e-06
platt_a,0.8475554274998357
platt_b,-4.614848655544584
