trigger_anchor_study,trigger_anchor_definition,trigger_frequency,r_star,recency_definition,recency_proxy_col,W_weeks,alpha_week0,alpha_week1,decay_type,window_exclusive_upper,reference_scenario_id,reference_delta_shock_ablation,scenario_count,shock_scenario_ids,policy_spec_hash_short_sha256
Kay & Bostock (2023) — The Power of the Nudge: Technology Driving Persistence,flag if no LMS engagement in last 7 days (≈ recency>=1 week),weekly,1,weeks since last active week (activity_flag = 1 if total_clicks>0),total_clicks,2,0.35,0.1,kb2023_step_2w,1,hypothetical_A,0.2,3,"[""anchored_conservative"", ""hypothetical_A"", ""hypothetical_B""]",55329bcb152e
