scenario_id,scenario_label,scenario_status,scenario_source,delta_shock_ablation,horizon_label,week,S0_bar,S_shock_bar,S_mech_bar,deltaS_shock,deltaS_mech,deltaDeltaS_mech_minus_shock,n_events_at_week,n_events_cum_leq_week,n_at_risk_week,horizon_label_explicit
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,T_policy,18,0.855433213063115,0.881393352550635,0.8548296832492256,0.025960139487519962,-0.0006035298138894474,-0.02656366930140941,167,5452,21255,T_policy
hypothetical_A,Hypothetical A,hypothetical,hypothetical_legacy_baseline,0.2,T_eval_policy,38,0.8677048145010401,0.8919782845934621,0.8614677613005995,0.024273470092421978,-0.0062370532004405455,-0.030510523292862524,0,7386,1575,T_eval_policy
