w_cap,eps_ipcw,n,min,median,p95,p99,max,frac_clipped,n_clipped,frac_G_lt_1e-3,frac_G_lt_1e-2
20.0,1e-06,542878,1.000000000043082,20.0,20.0,20.0,20.0,0.6564255689123523,356359,0.18608048217094816,0.3909368219010533
50.0,1e-06,542878,1.000000000043082,47.436463127282664,50.0,50.0,50.0,0.4917126868283482,266940,0.18608048217094816,0.3909368219010533
100.0,1e-06,542878,1.000000000043082,47.436463127282664,100.0,100.0,100.0,0.3909368219010533,212231,0.18608048217094816,0.3909368219010533
