group_var,group0,group1,T_policy,T_eval,r_star,W,alpha_week0,alpha_week1,decay_type,treated_enrollments,delta_gap_Tpolicy,delta_gap_Tpolicy_ci95_lo,delta_gap_Tpolicy_ci95_hi,delta_gap_Teval,delta_gap_Teval_ci95_lo,delta_gap_Teval_ci95_hi,T_eval_metrics,delta_gap_Teval_metrics,delta_gap_Teval_metrics_ci95_lo,delta_gap_Teval_metrics_ci95_hi
gender,M,F,18,37,1,2,0.35,0.1,kb2023_step_2w,8387,-0.0005081554025401225,-0.0006622224097320495,-0.0003294369956812038,-0.0005669118931449502,-0.0007152875636654066,-0.00040727731486090997,37,-0.0005669118931449502,-0.0007152875636654066,-0.00040727731486090997
